TYPE,HANDLER,PATTERN1,PATTERN2,PATTERN3,EXAMPLE1,EXAMPLE2,COMMENT
helper,$START,<iniz(..)|iniz(..) il|inziando|partend(..)>,,,iniziando,inizia,
helper,$ENDING,<fin(..)|fin(..) al|fin(..) all'?|fin(..) il|<e >?per|durante>,,,fino a,-,
helper,$BEFORE,prima,,,prima,-,
helper,$AFTER,<dopo|da>,,,dopo,-,
,,,,,,,
helper,$U-YEARS,<anno|anni|annualmente|ogni anno>,,,annualmente,anno,
helper,$U-MONTHS,<mese(..)|mesi(..)|mensil(..)>,,,mensilmente,mese,
helper,$U-WEEKS,<settiman(..)|ogni settiman(..)>,,,settimanale,settimana,
helper,$U-DAYS,<gior(..)|quotidianamente|ogni giorno>,,,giornaliero,giorno,
helper,$U-HOURS,<ora|ore|ogni_ora>,,,ogni ora,ora,
helper,$U-NEXT,<prossimo|successivo|altro>,,,prossimo,-,
helper,$U-OTHER,<alter(..)|altro(..)>,,,altro,-,
helper,$U-OF,<di|in|tra>?,,,di,in,
helper,$U-IN,<di|in|tra>?,,,di,in,
helper,$U-FOR,durante,-,,durante,,every day <for> 6 months
helper,$R-OF,<di|in|per|tra>,,,in,,
helper,$U-LAST,<ultim(..)|fine>,,,ultimo,-,
helper,$U-WORKDAYS,<giorn(..)_ferial(..)|giorn(..)< di>? lavor(..)>,,,giornoferiale,giorno feriale,
,,,,,,,
composite,"{""type"": ""start_end"", ""date"": ""$1"", ""start_date"": ""$2"", ""end_date"": ""$3""}",(.+)$AND? $START (.+)_$AND?_$U-IN_$ENDING (.+),-,-,ogni giorno iniziando domani e per 6 mesi,ogni giorno iniziando lunedi e durante 6 mesi,
composite,"{""type"": ""starting"", ""date"": ""$1"", ""start_date"": ""$2""}",(.+)_$AND?_$START_$U-IN (.+),-,-,ogni giorno iniziando domani,ogni giorno inziando 10 dic,
composite,"{""type"": ""ending"", ""date"": ""$1"", ""end_date"": ""$2""}",(.+)_$AND?_$ENDING_$U-IN (.+),-,-,ogni giorno per 6 mesi,ogni giorno per 6 mesi,
,"{""type"": ""ending"", ""date"": ""$1"", ""end_date"": ""$2""}",(.+)_$AND?_$U-FOR_(.+),-,-,,-,
composite,"{""type"": ""before_after"", ""number"": ""$1"", ""unit"": ""$2"", ""mod"": ""before"", ""rel_date"": ""$3""}",$U-OF_($N)_$RS?_($UNIT)_$BEFORE_(.+)?,-,-,in 3 giorni prima del 3 marzo,,
composite,"{""type"": ""before_after"", ""number"": ""$1"", ""unit"": ""$2"", ""mod"": ""after"", ""rel_date"": ""$3""}",$U-OF_($N)_$RS?_($UNIT)_$AFTER_(.+)?,-,-,in 5 giorni dopo il 2 aprile,-,
composite,"{""type"": ""starting"", ""date"": ""$1"", ""start_date"": ""$2""}",($EV $WEEKDAY)_$U-OF_($MONTH),-,-,ogni lunedi di maggio,-,
,,,,,,,
recurring,"{""type"": ""every_comma"", ""patterns"": ""$1"", ""time"": ""$2""}","$EV ([^,]+,.+)_($TIME)?",-,-,"ogni 5,6 alle 15","ogni lun, mar",
recurring,"{""type"": ""every_year"", ""number"": ""$1""}",$EV ($N)?_$U-YEARS,-,-,ogni 3 anni,-,
recurring,"{""type"": ""every_year"", ""number"": ""$1""}",($N)?_$U-YEARS,-,-,ogni anno,2 anni,
,,,,,,,
recurring,"{""type"": ""every_month"", ""number"": ""$1""}",$EV ($N)?_$RS?_$U-MONTHS,-,-,ogni 2 mesi,-,
recurring,"{""type"": ""every_month"", ""number"": ""2""}",$EV $U-OTHER $U-MONTHS,$EV $U-MONTHS $U-OTHER,-,ogni altro mesi,-,
,,,,,,,
recurring,"{""type"": ""every_spec_month"", ""number"": ""$1"", ""month"": ""$2""}",$EV ($N)_$RS? ($MONTH),-,-,ogni 2 aprile,-,
recurring,"{""type"": ""every_spec_month"", ""number"": ""$2"", ""month"": ""$1""}",$EV ($MONTH)_($N)_$RS?,-,-,ogni aprile 3,-,
,,,,,,,
recurring,"{""type"": ""every_last_day"", ""month"": ""$1""}",$EV $U-LAST_$U-DAYS_$U-OF_($MONTH)?_$U-MONTHS?,-,-,ogni ultimo giorno di aprile,ogni ultimo giorno,
recurring,"{""type"": ""every_last_day"", ""month"": ""$1""}",$U-LAST_$U-DAYS_$U-OF_$EV_($MONTH)?_$U-MONTHS?,-,-,ultimo giorno di ogni aprile,-,
recurring,"{""type"": ""every_last_day"", ""month"": """"}",ogni ultimo$,-,-,ogni ultimo,-,
recurring,"{""type"": ""every_last_day"", ""month"": ""$1""}",<$EV>?_$U-LAST_$U-OF_$EV_($MONTH)?_$U-MONTHS?,-,-,ultimo di ogni aprile,-,
,,,,,,,
recurring,"{""type"": ""every_last_work_day"", ""month"": ""$1""}",$EV $U-LAST_$U-WORKDAYS_$U-OF_($MONTH)?_$U-MONTHS?,-,-,ogni ultimo giorno feriale di maggio,ogni ultimi giorni feriali di maggio,
recurring,"{""type"": ""every_spec_work_day"", ""number"": ""$1""}",$EV ($N)_$RS_$U-WORKDAYS,-,-,ogni 3° giornata di lavoro,-,
recurring,"{""type"": ""every_week_day"", ""number"": ""$1""}",$EV ($N)?_$RS?_$U-WORKDAYS,-,-,ogni terzo giorno feriale,-,
recurring,"{""type"": ""every_week_day"", ""number"": ""1""}",$U-WORKDAYS_$U-OF_$EV $U-MONTHS,-,-,giorni feriali di ogni mese,-,
recurring,"{""type"": ""every_last_work_day"", ""month"": ""$1""}",$U-LAST_$U-WORKDAYS_$U-OF_$EV ($MONTH)?_$U-MONTHS?,-,-,ultimo giorno feriale di ogni maggio,-,
,,,,,,,
recurring,"{""type"": ""every_week"", ""number"": ""$1""}",$EV ($N)?_$RS?_$U-WEEKS,-,-,ogni 3° settimana,ogni settimana,
,,,,,,,
recurring,"{""type"": ""every_day_month"", ""number1"": ""$1"", ""number2"": ""$2""}",$EV ($N)$SEP($N),-,-,ogni 5/5,-,
,,,,,,,
recurring,"{""type"": ""every_other_week_day""}",$EV $U-OTHER $U-WORKDAYS,$EV $U-WORKDAYS $U-OTHER,-,ogni altro giorni feriali,-,
recurring,"{""type"": ""every_other_day""}",$EV $U-OTHER_$U-DAYS,$EV $U-DAYS_$U-OTHER,-,ogni altro giorni,-,
,,,,,,,
recurring,"{""type"": ""every_next_weekday"", ""weekday"": ""$1""}",$EV $U-NEXT ($WEEKDAY),-,-,ogni prossimo lunedi,-,
recurring,"{""type"": ""every_spec_day"", ""number"": ""$1""}",($N)_$RS?_$U-OF $EV $U-MONTHS,-,-,5 di ogni mese,-,
,,,,,,,
recurring,"{""type"": ""every_spec_weekday_month"", ""number"": ""$1"", ""weekday"": ""$2"", ""month"": ""$3""}",$EV ($N)_$RS?_($WEEKDAY)_$U-OF_($MONTH),-,-,ogni terzo lunedi di maggio,-,
recurring,"{""type"": ""every_spec_weekday_month"", ""number"": ""$2"", ""weekday"": ""$1"", ""month"": ""$3""}",$EV ($WEEKDAY)_($N)_$RS?_$U-OF_($MONTH),-,-,ogni lunedi terzo di maggio,-,
recurring,"{""type"": ""every_reg_weekday"", ""weekday"": ""$1""}",$EV ($WEEKDAY) ($TIME),-,-,ogni lunedi alle 12,-,
recurring,"{""type"": ""every_spec_weekday"", ""number"": ""$2"", ""weekday"": ""$1""}",$EV ($WEEKDAY)_($N)_$RS?,-,-,ogni lunedi terzo,-,
recurring,"{""type"": ""every_reg_weekday"", ""weekday"": ""$1""}",$EV ($WEEKDAY),-,-,ogni lun,ogni martedi,
recurring,"{""type"": ""every_spec_weekday_month"", ""number"": ""5"", ""weekday"": ""$1"", ""month"": ""$2""}",$EV $U-LAST_($WEEKDAY)_$U-OF_($MONTH),-,-,ogni ultimo lunedi di maggio,-,
recurring,"{""type"": ""every_spec_weekday"", ""number"": ""$1"", ""weekday"": ""$2""}",$EV ($N)_$RS?_($WEEKDAY),-,-,ogni terzo lunedi,-,
recurring,"{""type"": ""every_spec_weekday"", ""number"": ""5"", ""weekday"": ""$1""}",$EV $U-LAST_($WEEKDAY),-,-,ogni ultimo lunedi,-,
,,,,,,,
recurring,"{""type"": ""every_hour"", ""number"": ""$1""}",$EV ($N)?_$U-HOURS,-,-,ogni 3 ore,-,
,,,,,,,
recurring,"{""type"": ""every_day"", ""number"": ""$1""}",$EV ($N)?_$U-DAYS,-,-,ogni 3 giorni,-,
recurring,"{""type"": ""every_spec_day"", ""number"": ""$1""}",$EV ($N)_$RS?_<$UNIT>?,-,-,ogni terzo,-,
recurring,"{""type"": ""every_spec_day"", ""number"": ""$1""}",$EV <$UNIT>_($N)_$RS?,-,-,ogni giorno 1,-,
,,,,,,,
recurring,"{""type"": ""comma"", ""patterns"": ""$1"", ""time"": ""$2""}","([^,]+,.+)_($TIME)?",-,-,"lun,mar",,
,,,,,,,
date,"{""type"": ""today""}",oggi,ogg,-,oggi,-,
date,"{""type"": ""tomorrow""}",domani,-,-,domani,-,
date,"{""type"": ""yesterday""}",ieri,peterpan,-,ieri,-,
,,,,,,,
,,,,,,,
recurring,"{""type"": ""spec_work_day"", ""number"": ""$1""}",($N)_$RS_$U-WORKDAYS,-,-,3° giornata di lavoro,-,
date,"{""type"": ""last_day"", ""month"": ""$1""}",$U-LAST $U-OF_($MONTH),-,-,ultimo di maggio,-,
date,"{""type"": ""last_day"", ""month"": ""$1""}",$U-LAST $U-DAYS_$U-OF_($MONTH)?,-,-,ultimo giorno di maggio,-,
date,"{""type"": ""last_work_day"", ""month"": ""$1""}",$U-LAST $U-WORKDAYS_$U-OF_($MONTH)?,-,-,ultimo giorno feriale di maggio,-,
date,"{""type"": ""other_work_day""}",$U-OTHER $U-WORKDAYS,-,-,altro giorni feriali,-,
date,"{""type"": ""work_day""}",$U-WORKDAYS,-,-,giorno feriale,-,
date,"{""type"": ""next_weekday"", ""weekday"": ""$1""}",$U-NEXT ($WEEKDAY),-,-,prossimo lunedi,-,
,,,,,,,
date,"{""type"": ""spec_weekday_month"", ""number"": ""$1"", ""weekday"": ""$2"", ""month"": ""$3""}",($N)_$RS?_($WEEKDAY)_$U-OF_($MONTH),-,-,terzo lunedi di maggio,-,
date,"{""type"": ""spec_weekday_month"", ""number"": ""$2"", ""weekday"": ""$1"", ""month"": ""$3""}",($WEEKDAY)_($N)_$RS?_$U-OF_($MONTH),-,-,lunedi terzo di maggio,-,
date,"{""type"": ""spec_weekday_month"", ""number"": ""5"", ""weekday"": ""$1"", ""month"": ""$2""}",$U-LAST_($WEEKDAY)_$U-OF_($MONTH),-,-,ultimo lunedi di maggio,-,
date,"{""type"": ""regular_weekday"", ""weekday"": ""$1""}",($WEEKDAY) <$TIME>,-,-,lunedi 3pm,-,
date,"{""type"": ""regular_weekday"", ""weekday"": ""$1""}",<$TIME> ($WEEKDAY),-,-,3pm lunedi,-,
date,"{""type"": ""spec_weekday"", ""number"": ""$1"", ""weekday"": ""$2""}",($N)_$RS? ($WEEKDAY),-,-,terzo lunedi,-,
date,"{""type"": ""spec_weekday"", ""number"": ""$2"", ""weekday"": ""$1""}",($WEEKDAY) ($N)_$RS?,-,-,lunedi 3,-,
date,"{""type"": ""spec_weekday"", ""number"": ""5"", ""weekday"": ""$1""}",$U-LAST_($WEEKDAY),-,-,ultimo lunedi,-,
,,,,,,,
date,"{""type"": ""date_x_forced"", ""year"": ""$1"", ""number1"": ""$2"", ""number2"": ""$3""}",($YEAR)$SEP($RN)$SEP($RN),-,-,"""2014/5/5""",-,
date,"{""type"": ""date"", ""year"": ""$1"", ""number"": ""$2"", ""month"": ""$3""}",($YEAR)_($N)_$RS? ($MONTH),-,-,2014 3 maggio,-,
date,"{""type"": ""date"", ""year"": ""$1"", ""number"": ""$3"", ""month"": ""$2""}",($YEAR)_($MONTH)_($N)_$RS?,-,-,2014 maggio 3,-,
date,"{""type"": ""date"", ""year"": ""$3"", ""number"": ""$1"", ""month"": ""$2""}",($N)_$RS?_$U-OF_($MONTH)_$U-OF_($YEAR),-,-,3 maggio 2014,-,
date,"{""type"": ""date"", ""year"": """", ""number"": ""$1"", ""month"": ""$2""}",($N)_$RS?_$U-OF_($MONTH),-,-,3 maggio,-,
date,"{""type"": ""date"", ""year"": ""$3"", ""number"": ""$2"", ""month"": ""$1""}",($MONTH)_($N)_$RS?_$U-OF_($YEAR),-,-,maggio 3 2014,-,
date,"{""type"": ""date"", ""year"": """", ""number"": ""$2"", ""month"": ""$1""}",($MONTH)_($N)_$RS?,-,-,maggio 3,-,
,,,,,,,
date,"{""type"": ""date_x"", ""year"": ""$3"", ""number1"": ""$1"", ""number2"": ""$2""}",($RN)$SEP($RN)<$SEP($YEAR)>,-,-,5/5/2014,-,
date,"{""type"": ""date_x"", ""year"": ""$3"", ""number1"": ""$1"", ""number2"": ""$2""}",($RN)[-/]($RN)<[-/]($YEAR)?>?,-,-,"""5/5""",-,
date,"{""type"": ""date_month"", ""month"": ""$1""}",($SMONTH),-,-,gennaio,-,
date,"{""type"": ""date_month"", ""month"": ""$1""}",$U-OF ($MONTH),-,-,in gennaio,-,
,,,,,,,
,"{""type"": ""no_date""}",nessuna data|<no|nessun(..)> scadenz(..)|nessuna scadenza,-,-,nessuna data,nessuna scadenza,
date,"{""type"": ""plus"", ""number"": ""$1"", ""unit"": ""$2""}",<\+|$R-OF>_($RN)_($UNIT),-,-,in 2 mesi,per 2 mesi,
date,"{""type"": ""plus"", ""number"": ""$1"", ""unit"": ""$2""}",<\+>_(\d\d?)_($UNIT)?,-,-,"""+2 mesi""",-,
date,"{""type"": ""minus"", ""number"": ""$1"", ""unit"": ""$2""}",(\-$N)_($UNIT)?,-,-,-2 giorni,-,
date,"{""type"": ""regular_weekday"", ""weekday"": ""$1""}",($WEEKDAY)$,-,-,lunedi,-,
date,"{""type"": ""spec_day"", ""number"": ""$1""}",($N)_$RS_<$U-MONTHS>?_<$UNIT>,-,-,3° giorno,-,
,,,,,,,
date,"{""type"": ""time""}",<$TIME>$,-,-,2:00 PM,-,
