TYPE,HANDLER,PATTERN1,PATTERN2,PATTERN3,EXAMPLE1,EXAMPLE2,COMMENT
helper,$AND,"<,|und|mit|vom>",,,und,-,
helper,$START,<ab(..)|ab(..)|vom|begin(..)>,,,ab,ab,
helper,$ENDING,<bis(..)|Enddatum|enden?><_zum>?,,,bis,-,
helper,$BEFORE,<vor(..)>,,,vor,-,
helper,$AFTER,<nach|ab>,,,nach,-,
,,,,,,,
helper,$U-YEARS,<Jahre?|jährlich>,,,jährlich,Jahr,
helper,$U-MONTHS,<Monat(..)|monatlich>,,,monatlich,Monat,
helper,$U-WEEKS,<Wochen?|wöchentlich>,,,wöchentlich,Woche,
helper,$U-DAYS,<Tage?|täglich>,,,täglich,Tag,
helper,$U-HOURS,<Stunden?|stündlich>,,,stündlich,Stunde,
helper,$U-NEXT,<nächst(..)|nachfolgend(..)|folgend(..)>,,,nächsten?,-,
helper,$U-OTHER,<nächst(..)|zweiten|anderer>,,,nächsten?,-,
helper,$U-OF,<von|aus|um|in|bei|auf|im|des>?,,,von,aus,
helper,$U-IN,<von|aus|um|in|bei|auf|im|zum|des>?,,,von,aus,
helper,$U-FOR,<für|während>,-,,für,während,every day <for> 6 months
helper,$R-OF,<von|aus|um|in|bei|auf|im|des>,,,in,-,
helper,$U-LAST,<letzt(..)|bis>,,,letzter?,-,
helper,$U-WORKDAYS,<Werk_tag(..)|Woch(..)tag(..)>,,,Werktag,Werktag,
,,,,,,,
composite,"{""type"": ""start_end"", ""date"": ""$1"", ""start_date"": ""$2"", ""end_date"": ""$3""}",(.+)$AND? $START (.+)_$AND?_$U-IN $ENDING (.+),-,-,täglich ab morgen bis in 6 Monaten,täglich ab Montag bis in 6 Monaten,
composite,"{""type"": ""start_end"", ""date"": ""$1"", ""start_date"": ""$3"", ""end_date"": ""$2""}",(.+)$AND? $U-IN_$ENDING (.+)_$AND? $START (.+),-,-,täglich bis in 6 Monaten ab morgen,,
composite,"{""type"": ""starting"", ""date"": ""$1"", ""start_date"": ""$2""}",(.+)_$AND?_$START _$U-IN?_(.+),-,-,täglich ab morgen,-,
composite,"{""type"": ""ending"", ""date"": ""$1"", ""end_date"": ""$2""}",(.+)_$AND? $ENDING $U-IN_(.+),-,-,jeden Tag bis in 6 Monaten,-,
composite,"{""type"": ""ending"", ""date"": ""$1"", ""end_date"": ""$2""}",(.+)_$AND?_$U-FOR_(.+),-,-,jeden Tag für 6 Monate,-,
composite,"{""type"": ""before_after"", ""number"": ""$1"", ""unit"": ""$2"", ""mod"": ""before"", ""rel_date"": ""$3""}",$U-OF?_($N)_($UNIT)_$BEFORE_(.+)?,-,-,3 Tagen vor dem 3. März ,-,
composite,"{""type"": ""before_after"", ""number"": ""$1"", ""unit"": ""$2"", ""mod"": ""after"", ""rel_date"": ""$3""}",$U-OF?_($N)_($UNIT)_$AFTER_(.+)?,-,-,in 5 Tagen nach dem 2. April,-,
composite,"{""type"": ""starting"", ""date"": ""$1"", ""start_date"": ""$2""}",($EV $WEEKDAY)_$U-OF_($MONTH),-,-,jeden Montag im Mai,-,
,,,,,,,
recurring,"{""type"": ""every_comma"", ""patterns"": ""$1"", ""time"": ""$2""}","$EV ([^,]+,.+)_($TIME)?",-,-,"jeden 5.,6. um 15 Uhr","jeden Mo.,Di.",
recurring,"{""type"": ""every_year"", ""number"": ""$1""}",$EV ($N)?_$U-YEARS,-,-,alle 3 Jahre,-,
recurring,"{""type"": ""every_year"", ""number"": ""$1""}",($N)?_$U-YEARS,-,-,jährlich,2 Jahre,
,,,,,,,
recurring,"{""type"": ""every_month"", ""number"": ""2""}",$EV <2.|$U-OTHER> $U-OF_$U-MONTHS,-,-,jeden zweiten Monat,-,
recurring,"{""type"": ""every_month"", ""number"": ""$1""}",$EV ($N)?_$RS?_$U-OF_$U-MONTHS,-,-,alle 2 Monate,-,
,,,,,,,
recurring,"{""type"": ""every_spec_month"", ""number"": ""$1"", ""month"": ""$2""}",$EV ($N)_$RS? ($MONTH),-,-,jeden 2. April,-,
recurring,"{""type"": ""every_spec_month"", ""number"": ""$2"", ""month"": ""$1""}",$EV ($MONTH)_($N)_$RS?,-,-,jeden April 3.,-,
,,,,,,,
recurring,"{""type"": ""every_last_day"", ""month"": ""$1""}",$EV $U-LAST_$U-DAYS_$U-OF_($MONTH)?_$U-MONTHS?,-,-,jeden letzten Tag im April,jeden letzten Tag im Monat,
recurring,"{""type"": ""every_last_day"", ""month"": ""$1""}",$U-LAST_$U-DAYS_$U-OF_$EV_($MONTH)?_$U-MONTHS?,-,-,letzten Tag am jeden April,-,
recurring,"{""type"": ""every_last_day"", ""month"": ""$1""}",<$EV>?_$U-LAST_$U-OF_$EV_($MONTH)?_$U-MONTHS?,-,-,jeden letzten am jeden April,-,
,,,,,,,
recurring,"{""type"": ""every_other_week_day""}",$EV <2.|$U-OTHER> $U-WORKDAYS,-,-,jeden zweiten Werktag,-,
,,,,,,,
recurring,"{""type"": ""every_last_work_day"", ""month"": ""$1""}",$EV $U-LAST_$U-WORKDAYS_$U-OF_($MONTH)?_$U-MONTHS?,-,-,jeden letzten Werktag im Mai,jeden letzten Werktag Mai,
recurring,"{""type"": ""every_spec_work_day"", ""number"": ""$1""}",$EV ($N)_$RS_$U-WORKDAYS,-,-,an jedem 3. Werktag,-,
recurring,"{""type"": ""every_week_day"", ""number"": ""$1""}",$EV ($N)?_$RS?_$U-WORKDAYS,-,-,an jedem 3 Werktag,jeden Werktag,
recurring,"{""type"": ""every_week_day"", ""number"": ""1""}",<an_>?$U-WORKDAYS_$U-OF_$EV $U-MONTHS,-,-,an Werktagen jeden Monats,-,
recurring,"{""type"": ""every_last_work_day"", ""month"": ""$1""}",$U-LAST_$U-WORKDAYS_$U-OF_$EV ($MONTH)?_$U-MONTHS?,-,-,letzten Werktagen jeden Mai,-,
,,,,,,,
recurring,"{""type"": ""every_week"", ""number"": ""$1""}",$EV ($N)?_$RS?_$U-WEEKS,-,-,jede 3. Woche,jede Woche,
,,,,,,,
recurring,"{""type"": ""every_day_month"", ""number1"": ""$1"", ""number2"": ""$2""}",$EV ($N)$SEP($N)<$SEP>?,-,-,jeden 5/5,-,
,,,,,,,
,,,,,,,
recurring,"{""type"": ""every_other_day""}",$EV <2\.|$U-OTHER>_$U-DAYS,-,-,jeden zweiten Tag,-,
,,,,,,,
recurring,"{""type"": ""every_next_weekday"", ""weekday"": ""$1""}",$EV $U-NEXT ($WEEKDAY),-,-,jeden nächsten Montag,-,
recurring,"{""type"": ""every_spec_day"", ""number"": ""$1""}",($N)_$RS?_$U-OF $EV $U-MONTHS,-,-,5. eines jeden Monats,-,
,,,,,,,
recurring,"{""type"": ""every_spec_weekday_month"", ""number"": ""$1"", ""weekday"": ""$2"", ""month"": ""$3""}",$EV ($N)_$RS?_($WEEKDAY)_$U-OF_($MONTH),-,-,jeden 3. Montag im Mai,-,
recurring,"{""type"": ""every_spec_weekday_month"", ""number"": ""$2"", ""weekday"": ""$1"", ""month"": ""$3""}",$EV ($WEEKDAY)_($N)_$RS?_$U-OF_($MONTH),-,-,jeden Montag 3.  im Mai,-,
recurring,"{""type"": ""every_reg_weekday"", ""weekday"": ""$1""}",$EV ($WEEKDAY) ($TIME),-,-,jeden Montag 12 Uhr,-,
recurring,"{""type"": ""every_spec_weekday"", ""number"": ""$2"", ""weekday"": ""$1""}",$EV ($WEEKDAY)_($N)_$RS?,-,-,jeden Montag 3.,-,
recurring,"{""type"": ""every_reg_weekday"", ""weekday"": ""$1""}",$EV ($WEEKDAY),-,-,jeden Mo.,jeden Dienstag,
recurring,"{""type"": ""every_spec_weekday_month"", ""number"": ""5"", ""weekday"": ""$1"", ""month"": ""$2""}",$EV $U-LAST_($WEEKDAY)_$U-OF_($MONTH),-,-,jeden letzten Montag im Mai,-,
recurring,"{""type"": ""every_spec_weekday"", ""number"": ""$1"", ""weekday"": ""$2""}",$EV ($N)_$RS?_($WEEKDAY),-,-,jeden 3. Montag,-,
recurring,"{""type"": ""every_spec_weekday"", ""number"": ""5"", ""weekday"": ""$1""}",$EV $U-LAST_($WEEKDAY),-,-,jeden letzten Montag,-,
,,,,,,,
recurring,"{""type"": ""every_hour"", ""number"": ""$1""}",$EV ($N)?_$U-HOURS,-,-,alle 3 Stunden,-,
,,,,,,,
recurring,"{""type"": ""every_day"", ""number"": ""$1""}",$EV ($N)?_$U-DAYS,-,-,alle 3 Tage,-,
recurring,"{""type"": ""every_spec_day"", ""number"": ""$1""}",$EV ($N)_$RS?_<$UNIT>?,-,-,jeden? 3. ,-,
,,,,,,,
recurring,"{""type"": ""comma"", ""patterns"": ""$1"", ""time"": ""$2""}","([^,]+,.+)_($TIME)?",-,-,"Mo.,Di.",,
,,,,,,,
date,"{""type"": ""today""}",heute,-,-,heute,-,
date,"{""type"": ""tomorrow""}",morgen,-,-,morgen,-,
date,"{""type"": ""yesterday""}",gestern,-,-,gestern,-,
date,"{""type"": ""next_week""}",nächste woche,folgende Woche,-,nächste woche,-,
,,,,,,,
recurring,"{""type"": ""spec_work_day"", ""number"": ""$1""}",($N)_$RS_$U-WORKDAYS,-,-,3. Werktag,-,
date,"{""type"": ""last_day"", ""month"": ""$1""}",$U-LAST $U-OF_($MONTH),-,-,letzter? im Mai,-,
date,"{""type"": ""last_day"", ""month"": ""$1""}",$U-LAST $U-DAYS_$U-OF_($MONTH)?,Monatsende,-,letzter Tag im Mai,-,
date,"{""type"": ""last_work_day"", ""month"": ""$1""}",$U-LAST $U-WORKDAYS_$U-OF_($MONTH)?,-,-,letzter Werktag im Mai,-,
date,"{""type"": ""other_work_day""}",$U-OTHER $U-WORKDAYS,-,-,nächster Werktag,-,
date,"{""type"": ""work_day""}",$U-WORKDAYS,-,-,Werktag,-,
date,"{""type"": ""next_weekday"", ""weekday"": ""$1""}",$U-NEXT ($WEEKDAY),-,-,nächsten Montag,-,
,,,,,,,
date,"{""type"": ""spec_weekday_month"", ""number"": ""$1"", ""weekday"": ""$2"", ""month"": ""$3""}",($N)_$RS?_($WEEKDAY)_$U-OF_($MONTH),-,-,3. Montag im Mai,-,
date,"{""type"": ""spec_weekday_month"", ""number"": ""$2"", ""weekday"": ""$1"", ""month"": ""$3""}",($WEEKDAY)_($N)_$RS?_$U-OF_($MONTH),-,-,Montag 3. im Mai,-,
date,"{""type"": ""spec_weekday_month"", ""number"": ""5"", ""weekday"": ""$1"", ""month"": ""$2""}",$U-LAST_($WEEKDAY)_$U-OF_($MONTH),-,-,letzter Montag im Mai,-,
date,"{""type"": ""regular_weekday"", ""weekday"": ""$1""}",($WEEKDAY) <$TIME>,-,-,Montag 15 Uhr,-,
date,"{""type"": ""regular_weekday"", ""weekday"": ""$1""}",<$TIME> ($WEEKDAY),-,-,15 Uhr Montag,-,
date,"{""type"": ""spec_weekday"", ""number"": ""$1"", ""weekday"": ""$2""}",($N)_$RS? ($WEEKDAY),-,-,3. Montag,-,
date,"{""type"": ""spec_weekday"", ""number"": ""$2"", ""weekday"": ""$1""}",($WEEKDAY) ($N)_$RS?,-,-,Montag 3.,-,
date,"{""type"": ""spec_weekday"", ""number"": ""5"", ""weekday"": ""$1""}",$U-LAST_($WEEKDAY),-,-,letzten Montag,-,
,,,,,,,
date,"{""type"": ""date_x_forced"", ""year"": ""$1"", ""number1"": ""$2"", ""number2"": ""$3""}",($YEAR)$SEP($RN)$SEP($RN),-,-,"""2014.5.5""",-,
date,"{""type"": ""date"", ""year"": ""$1"", ""number"": ""$2"", ""month"": ""$3""}",($YEAR)_($N)_$RS? ($MONTH),-,-,2014 3. Mai,-,
date,"{""type"": ""date"", ""year"": ""$1"", ""number"": ""$3"", ""month"": ""$2""}",($YEAR)_($MONTH)_($N)_$RS?,-,-,2014 Mai 3.,-,
date,"{""type"": ""date"", ""year"": ""$3"", ""number"": ""$1"", ""month"": ""$2""}",($N)_$RS?_$U-OF_($MONTH)_$U-OF_($YEAR),-,-,3. Mai 2014,"""1. Feb 2007""",
date,"{""type"": ""date"", ""year"": """", ""number"": ""$1"", ""month"": ""$2""}",($N)_$RS?_$U-OF_($MONTH),-,-,3. Mai,-,
date,"{""type"": ""date"", ""year"": ""$3"", ""number"": ""$2"", ""month"": ""$1""}",($MONTH)_($N)_$RS?_$U-OF_($YEAR),-,-,Mai 3. 2014,-,
date,"{""type"": ""date"", ""year"": """", ""number"": ""$2"", ""month"": ""$1""}",($MONTH)_($N)_$RS?,-,-,Mai 3.,-,
,,,,,,,
date,"{""type"": ""date"", ""year"": ""$3"", ""number"": ""$1"", ""month"": ""$2""}",($RN)$SEP($RN)<$SEP($YEAR)>,-,-,"""5.5.2014""",-,
date,"{""type"": ""date"", ""year"": ""$3"", ""number"": ""$1"", ""month"": ""$2""}",($RN)[-/]($RN)<[-/]($YEAR)?>?,-,-,"""5/5""",-,
date,"{""type"": ""date_month"", ""month"": ""$1""}",($SMONTH),-,-,Januar,-,
date,"{""type"": ""date_month"", ""month"": ""$1""}",$U-OF ($MONTH),-,-,im Januar,-,
,,,,,,,
,"{""type"": ""no_date""}",kein Datum|keine Frist|ohne keitsdatum,-,-,kein Datum,keine Frist,
date,"{""type"": ""plus"", ""number"": ""$1"", ""unit"": ""$2""}",<\+>_(\d\d?)_($UNIT)?,-,-,"""+2 Monaten""",-,
date,"{""type"": ""plus"", ""number"": ""$1"", ""unit"": ""$2""}",<$R-OF>_($N)_($UNIT),-,-,in 2 Monaten,-,
date,"{""type"": ""minus"", ""number"": ""$1"", ""unit"": ""$2""}",(\-$N)_($UNIT)?,-,-,-2 Tage,-,
date,"{""type"": ""regular_weekday"", ""weekday"": ""$1""}",($WEEKDAY)$,-,-,Montag,-,
date,"{""type"": ""plus"", ""number"": ""$1"", ""unit"": ""$2""}",($N)_($UNIT),-,-,,-,
date,"{""type"": ""spec_day"", ""number"": ""$1""}",($N)_$RS_<$U-MONTHS>?_<$UNIT>?,-,-,"""3.""",-,
,,,,,,,
date,"{""type"": ""time""}",<$TIME>$,-,-,"""14 Uhr""",-,
